,Mkt-RF,SMB,HML,RF,NoDur,Durbl,Manuf,Enrgy,Chems,BusEq,Telcm,Utils,Shops,Hlth ,Money,Other
200512,-0.25,-0.46,0.44,0.32,-0.16,-0.66,1.55,0.72,1.22,-1.85,-1.59,1.23,-0.61,2.4,0.28,-0.01
200601,3.04,5.42,1.12,0.35,0.18,6.15,6.03,12.69,2.94,3.69,3.58,3.05,1.99,2.16,1.28,2.26
200602,-0.3,-0.38,-0.25,0.34,1.15,-0.31,1.58,-8.22,0.33,-1.27,3.3,0.23,1.44,1.07,1.59,0.03
200603,1.46,3.55,0.61,0.37,1.23,2.77,4.26,4.2,0.1,2.99,1.87,-3.64,2.41,-0.96,0.63,4.48
200604,0.73,-1.34,2.59,0.36,1.03,0.53,4.64,4.64,2.56,-1.08,1.56,1.85,-1.66,-1.94,2.78,1.08
200605,-3.57,-3.04,2.55,0.43,1.3,0.5,-3.43,-3.38,-3.03,-6.8,-0.12,1.52,-1.93,-2.18,-3.6,-2.48
200606,-0.35,-0.35,0.87,0.4,-0.08,1.92,-0.61,2.58,-0.27,-1.16,2.88,2.41,0.27,-0.14,-0.4,-0.18
200607,-0.78,-4.08,2.94,0.4,3.49,-3.16,-4.69,4.7,-1.65,-3.95,2.26,4.87,-4.31,4.27,1.32,-6.03
200608,2.03,0.9,-1.72,0.42,3.09,2.06,0.45,-3.56,5.76,7.22,2.24,2.35,2.05,2.29,1.49,1.96
200609,1.84,-1.37,0.05,0.41,-0.31,4.27,1.98,-3.53,1.77,3.71,3.42,-2.15,5.76,1.67,3.66,2.66
200610,3.23,1.73,-0.04,0.41,2.59,5.13,4.47,5.02,4.15,4.34,5.45,5.36,3.91,1.65,2.1,4.53
200611,1.71,0.86,0.07,0.42,1.44,1.86,4.65,8.56,1.28,3.07,0.69,3.03,-1.31,0.05,1.03,3.17
200612,0.87,-1.1,3.16,0.4,1.98,-0.79,0.07,-2.07,1.48,-0.97,4.36,0.7,1.45,0.08,3.81,1.93
200701,1.4,0.1,-0.11,0.44,1.35,2.71,3.33,-1.31,3,2.16,2.88,0.38,3.55,3.5,0.5,2.36
200702,-1.96,1.32,-0.09,0.38,-1.79,-0.43,1.05,-2.17,0.27,-2.49,-2.5,4.25,-0.63,-2.8,-2.5,-1.92
200703,0.68,-0.06,-0.22,0.43,2.47,-1.07,1.9,5.99,0.88,0.9,2.32,4.34,0.73,-0.22,-0.38,-0.03
200704,3.49,-2.06,-1.15,0.44,3.74,6.26,5.35,5.39,2.34,4.92,2.11,3.92,2.23,6.84,3.67,2.8
200705,3.24,0.03,-0.05,0.41,2.81,3.42,6.26,7.19,1.67,3.89,6.68,1.2,2.51,1.11,2.94,4.21
200706,-1.96,0.77,-1.13,0.4,-0.86,2.12,-0.48,1.04,-0.87,0.61,-1.73,-4.78,-1.95,-3.4,-3.54,-0.91
200707,-3.73,-2.51,-3.34,0.4,-4.26,-5.9,-0.17,-1.02,0.05,-1.23,-3.15,-3.82,-5.36,-4.04,-7.53,-1.03
200708,0.92,-0.13,-2.24,0.42,1.83,-1.78,-0.15,0.3,2.78,2.66,-0.8,1.93,1.4,2.3,1.49,-0.23
200709,3.22,-2.29,-1.87,0.32,3.76,1.6,4.98,7.8,6.35,4.21,1.97,3.57,-0.72,3.58,1.94,4.17
200710,1.8,0.22,-2.59,0.32,2.2,1.04,0.38,2.74,2.25,6.84,-2.29,6.69,1.07,1.44,-1.3,2.36
200711,-4.83,-2.63,-1.18,0.34,1.04,-8.72,-3.97,-4,0.24,-7.47,-6.75,-0.69,-3.77,0.02,-6.15,-6.56
200712,-0.87,0.2,-0.52,0.27,-1.11,-1.89,0.57,7.6,1.55,1.43,-0.2,0.89,-2.72,-4.07,-4,-2.77
200801,-6.36,-0.89,3.65,0.21,-4.95,-5.94,-7.53,-9.34,-7.24,-12.38,-7.66,-6.92,-0.42,-4.55,-1.23,-3.45
200802,-3.09,-0.23,-0.95,0.13,-0.22,-5.91,-0.16,7.16,2.66,-3.71,-3.81,-3.01,-4.85,-0.9,-10.72,-3.38
200803,-0.93,0.94,-0.15,0.17,1.18,-4.14,-0.63,-2.8,1.4,0.78,-0.21,0.88,1.88,-1.79,-3.79,2.02
200804,4.6,-1.64,-0.96,0.18,-1.38,6.63,6.08,10.71,2.73,6.89,4.42,6.33,5.18,0.42,5.66,0.05
200805,1.86,3.21,-1.38,0.18,3.67,1.75,4.16,4.37,1.61,5.45,4.8,3.57,1.05,1.63,-4.12,0.73
200806,-8.44,1.27,-2.43,0.17,-7.37,-19.3,-10.97,2.91,-5.91,-9.04,-11.05,-0.58,-8.1,-3.01,-17.37,-10.21
200807,-0.77,2.47,5.81,0.15,1.97,-0.21,-1.97,-15.69,3.22,-0.87,-3.01,-7.23,1.15,6.77,6.65,0.44
200808,1.53,3.61,1.56,0.13,1.83,2.47,1.57,-0.17,1.38,2.37,4.09,-0.5,5.38,1.79,-0.09,1.02
200809,-9.24,-1.13,6.33,0.15,-2.98,-9.19,-15.57,-12.46,-9.19,-12.59,-12.7,-12.11,-5.78,-5.94,-4.21,-11.31
200810,-17.23,-2.33,-2.89,0.08,-12.25,-32.63,-23.72,-17.23,-15.6,-18.05,-16.36,-11.07,-15.12,-10.95,-20.03,-20.37
200811,-7.86,-2.99,-5.94,0.03,-6.73,-11.44,-8.03,-0.45,-7.47,-11.16,-1.82,1.08,-7.68,-7.35,-13.87,-8.87
200812,1.74,3.59,-0.24,0,0.4,1.3,3.66,-3.13,-2.1,2.19,3.44,-2.08,4.91,6.74,1.65,1.13
200901,-8.12,-0.01,-11.1,0,-3.75,-12.48,-9.46,-3.11,-8.83,-3.09,-10.35,-0.81,-7.62,-2.2,-20.9,-13.69
200902,-10.1,0.17,-7.25,0.01,-7.69,-12.82,-15.77,-11.95,-9.75,-4.94,-7.15,-12.65,-3.1,-9.92,-14.54,-13.04
200903,8.95,-0.09,3.53,0.02,6.39,12.83,8.63,3.76,5.97,11.35,7.64,2.79,9.94,7.05,14.21,10.59
200904,10.19,4.83,5.46,0.01,4.82,42.63,21.08,5.2,11.64,12.5,10.43,2.13,9.55,-0.95,17.06,14.82
200905,5.21,-2.33,-0.21,0,6.72,-2.82,4.95,10.77,6.18,3.15,1.52,4.66,-0.9,6.25,9.65,4.53
200906,0.43,2.61,-2.71,0.01,0.36,3.71,-1.16,-4.84,-2.67,4.29,1.63,4.66,-0.32,3.54,-1.7,-2.06
200907,7.72,2.07,5.28,0.01,7.41,18.43,10.93,5.31,12.29,8.31,5.42,4.35,6.75,5.52,8.36,9.8
200908,3.33,-0.9,7.76,0.01,0.84,2.65,4.68,0.73,-0.2,2.41,1.03,0.21,3.69,2.2,10.2,3.97
200909,4.08,2.45,0.92,0.01,4.36,3.08,6.45,5.19,6.47,5.24,6.34,2.33,2.38,2.4,1.27,6.98
200910,-2.59,-4.22,-4.17,0,-0.78,-0.25,-3.58,2.23,-1.09,-1.37,-3.54,-2.74,0.06,-3.68,-4.41,-6.72
200911,5.56,-2.49,-0.17,0,3.86,9.46,7.24,3.17,8.26,5.01,6.49,4.51,5.04,8.23,4.27,8.43
200912,2.75,6.11,0.01,0.01,2.67,5.07,4.51,-0.55,-0.31,5.89,6.25,5.86,1.97,2.45,0.94,1.85
201001,-3.36,0.38,0.31,0,-2.28,-0.87,-4.42,-4.73,-1.09,-7.91,-6.84,-4.5,-1.85,0,-1.18,-2.41
201002,3.4,1.2,3.16,0,2.8,7.3,5.75,2.41,4.13,4.8,2.92,-0.43,4.29,0.37,2.71,4.56
201003,6.31,1.42,2.1,0.01,6.02,9.28,7.82,3.17,4.1,6.66,7.88,3.1,6.24,3.61,8.14,8.97
201004,2,4.98,2.81,0.01,-1.01,7.2,4.25,3.6,1.28,2.17,3.82,2.86,2.56,-2.22,0.95,4.35
201005,-7.89,0.05,-2.38,0.01,-5.66,-8.7,-9.08,-10.7,-6.75,-7.69,-5.91,-6.31,-5.34,-8.01,-9.12,-8.23
201006,-5.56,-1.97,-4.5,0.01,-1.98,-10.31,-6.45,-6.41,-4.38,-6.19,-4.33,-0.72,-9.03,-1.63,-7.31,-8.17
201007,6.93,0.16,-0.27,0.01,7.39,15.02,10.13,7.74,8.52,7.59,9.74,6.79,4.62,2.15,6.62,9.04
201008,-4.77,-3,-1.95,0.01,-1.28,-9.48,-7.26,-3.38,-1.98,-6.46,-2.23,0.41,-3.93,-1.66,-8.38,-5.85
201009,9.54,3.92,-3.12,0.01,6.21,13.63,12.2,9.64,6.13,12.43,7.87,3.64,12.08,9,7.46,11.52
201010,3.88,1.15,-2.59,0.01,4.32,8.4,4.51,4.38,6.39,6.41,4.8,1.86,2.43,2,1.97,3.74
201011,0.6,3.7,-0.9,0.01,0.13,7.28,2.78,5.59,-1.1,-0.81,-1.87,-1.31,4.18,-3.33,-0.34,2.03
201012,6.82,0.7,3.81,0.01,4.38,8.54,7.36,9.37,6.3,6.01,6.72,3.22,3.26,5.41,10.51,8.34
201101,1.99,-2.47,0.81,0.01,-2.27,0.48,4.17,6.93,0.09,3.94,0.04,2.23,-0.88,-0.71,2.24,1.5
201102,3.49,1.52,1.09,0.01,4.88,-1.4,3.48,7.65,3.31,2.28,7.58,2.43,2.28,3.33,2.65,2.67
201103,0.45,2.6,-1.55,0.01,2.78,1.73,2.33,1.91,0.77,-1.57,1.78,0.91,1.1,2.29,-1.49,0.31
201104,2.9,-0.34,-2.51,0,4.48,2.22,2.12,1.3,4.87,3.09,3.42,3.99,4.53,6.38,0.65,2.03
201105,-1.27,-0.7,-2.06,0,1.8,-3.54,-2.96,-4.56,-0.41,-1.7,0.78,1.3,0.83,1.96,-2.5,-2.15
201106,-1.75,-0.18,-0.31,0,-0.93,-1.23,-0.01,-2.49,-1.79,-2.38,-1.23,-0.34,-0.89,-1.84,-2.18,-1.84
201107,-2.36,-1.31,-1.23,0,-0.4,-8.91,-5.93,0.56,-2.16,-0.3,-5.03,-0.35,-0.68,-3.65,-3.9,-3.57
201108,-5.99,-3.06,-2.44,0.01,-0.79,-12,-7.57,-10.12,-3.14,-6.92,-5.45,0.14,-2.88,-3.09,-9.13,-5.58
201109,-7.59,-3.48,-1.46,0,-4.93,-14.11,-11.8,-12.45,-9.57,-4.84,-5.94,-1.63,-3.89,-3.96,-11.02,-9.41
201110,11.35,3.41,-0.17,0,6.57,23.2,16.22,16.39,10.08,11.91,7.72,6.68,9.78,5.54,13.43,13.16
201111,-0.28,-0.17,-0.35,0,1.39,-8.01,1.83,1.72,0.56,-1.96,0.05,0.99,1.1,1.28,-2.91,-0.03
201112,0.74,-0.71,1.74,0,1.88,-1.16,-1.73,-0.56,1.05,-1.46,3.2,2.95,0.87,3.53,1.76,0.24
201201,5.05,2.15,-1.09,0,0.54,13.51,8.08,1.39,4.14,8.15,2.31,-2.71,4.04,3.38,7.15,6.29
201202,4.42,-1.75,0.09,0,3.67,6.02,3.92,6.54,3.65,6.71,5,1.26,3.19,1.23,6.5,0.63
201203,3.11,-0.61,0.87,0,4.01,0.92,0.08,-3.25,1.94,4.7,2.52,1.44,4.61,3.96,6.88,2.01
201204,-0.85,-0.52,-0.47,0,0.76,-6.98,-0.94,-1.68,-0.14,-2.07,1.62,1.74,1,0.61,-2.42,-0.7
201205,-6.19,0.02,-0.62,0.01,-2.56,-8.15,-8.64,-10.72,-6.13,-7.89,-1.05,-0.93,-3.09,-3.28,-9.01,-4.75
201206,3.89,0.77,0.44,0,3.28,-5.51,0.74,5.85,2.12,2.83,7.04,3.4,2.11,6.8,4.52,5.04
201207,0.79,-2.58,-0.25,0,1.43,0.3,0.56,2.79,1.47,-0.55,4.07,3.73,1.26,1.65,-1.09,-0.87
201208,2.55,0.41,1.28,0.01,0.23,4.11,3.49,2.41,3,4.55,1.08,-3.34,2.7,0.97,4.13,1.05
201209,2.73,0.5,1.52,0.01,1.01,3.58,1.44,3.54,1.96,1.58,4.8,2.17,1.97,4.71,3.61,4.06
201210,-1.76,-1.14,3.79,0.01,-1.72,5.91,-0.42,-1.8,-1.08,-6.31,-2.29,1.05,-1.01,-1.88,1.95,-1.15
201211,0.78,0.59,-0.96,0.01,3.23,3.11,2.92,-1.52,2.13,1.86,0.05,-3.68,1.42,1.51,-0.66,0.91
201212,1.18,1.47,3.55,0.01,-2.24,7.3,3.73,1.28,1.1,0.27,1.16,0.14,-1.09,-0.53,4.3,2.2
201301,5.57,0.39,0.92,0,5.17,3.54,5.64,7.7,6.75,2.44,4.96,5.08,5.57,8.08,6.31,7.82
201302,1.29,-0.45,0,0,3.25,0.02,1.3,0.42,1.28,0.56,2.21,2.16,0.84,1.36,1.29,2.44
201303,4.03,0.79,-0.26,0,5.02,4.02,3.17,2.07,1.6,2.6,5.77,5.64,4.73,6.52,4.53,3.37
201304,1.55,-2.44,0.59,0,3.78,3.57,-0.23,-1.35,2.78,0.53,4.2,5.05,2.66,2.58,1.57,-0.14
201305,2.8,1.67,2.55,0,-2.32,9.9,4.55,3.03,1.3,4.35,-1.69,-6.99,2.22,1.63,7.07,4.63
201306,-1.2,1.22,-0.19,0,0.03,-0.49,-1.58,-2.37,-2.76,-2.85,2.19,0.79,-0.06,-1.36,-0.43,-2.2
201307,5.65,1.86,0.55,0,3,8.98,6.3,5.02,5.35,5.97,3.76,4.58,5.91,7.88,6.33,4.19
201308,-2.71,0.3,-2.78,0,-3.97,-1.11,-1.87,-1.87,-1.94,-0.02,-3.32,-4.41,-4.22,-3.81,-4.19,-2.84
201309,3.77,2.94,-1.18,0,1.89,6.44,6.78,1.91,2.6,3.86,4.09,1.04,4.5,4.02,3.16,4.67
201310,4.18,-1.49,1.15,0,4.61,0.89,4.04,4.78,5.3,3.97,5.6,3.34,5.08,3.82,3.3,4.36
201311,3.12,1.24,0.24,0,1.29,1.97,3.15,0.93,2.4,3.53,0.5,-1.8,3.64,4.5,6.07,2.48
201312,2.81,-0.5,-0.3,0,2.47,1.13,4.02,2.97,1.21,4.15,3.7,1.79,0.29,0.65,2.7,3.63
201401,-3.32,0.87,-2.08,0,-5.75,-3.62,-4.03,-7.04,-4.66,-1.23,-4.01,2.49,-6.46,1.65,-4.26,-4.54
201402,4.65,0.33,-0.39,0,3.5,7.92,5.27,5.7,5.54,5.21,2.78,3.07,5.33,6.47,3.24,3.81
201403,0.43,-1.89,5.09,0,3.15,-1.01,-0.08,2.44,1.18,-0.86,0.1,2.68,-0.57,-2.56,2.38,2.13
201404,-0.19,-4.25,1.14,0,1.29,0.27,0.52,5.67,1.54,-1.15,0.24,3.97,-0.94,-0.3,-3.48,1
201405,2.06,-1.83,-0.26,0,3.4,0.64,1.28,0.87,1.21,3.43,3.97,0,0.94,1.89,1.81,1.68
201406,2.61,3.06,-0.74,0,1.22,4.38,2.26,4.15,-0.32,2.96,1.6,5.42,1.28,2.86,2.97,1
201407,-2.04,-4.23,0.01,0,-4.37,-4.63,-4.82,-3.58,-2.88,0.37,0.46,-6.47,-2.3,-0.33,-2.08,-2.35
201408,4.24,0.37,-0.57,0,5.64,5.2,4.61,2.27,5.1,4.22,0.52,5.38,5.15,5.44,3.81,5.25
201409,-1.97,-3.82,-1.22,0,-0.09,-9.42,-3.11,-8.02,-0.96,-1.33,-1.7,-3.41,-1.44,-0.08,-0.61,-1.56
201410,2.52,4.23,-1.69,0,2.64,3.86,3.1,-4.44,0.93,1.29,1.42,6.69,3.03,5.77,3.87,2.54
201411,2.55,-2.06,-2.99,0,4.81,4.74,2.06,-9.87,2.57,4.22,3.03,0.29,7.46,2.67,1.93,3.92
201412,-0.06,2.54,2.07,0,-2.39,0.58,-0.58,0.41,0.65,-1.36,-1.73,1.84,1.59,-0.89,2.06,-0.16
201501,-3.11,-0.57,-3.47,0,-0.63,-4.19,-4.01,-4.39,-3.54,-3.41,-4.89,1.18,-0.3,1.56,-7.6,-3.98
201502,6.13,0.53,-1.77,0,5.02,8.08,6.23,4.82,6.25,8.21,9.12,-4.37,5.55,4.31,7.93,5.41
201503,-1.12,3.05,-0.45,0,-2.39,-0.4,-1.53,-2.64,-2.92,-2.47,-2.2,-0.28,0.7,0.86,0.11,-2.04
201504,0.59,-2.97,1.85,0,0.71,-0.93,-0.74,6.94,-0.47,1.46,3.4,0.3,-2.18,-1.39,0.76,0
201505,1.36,0.94,-1.33,0,1.5,1.03,1.14,-5.07,0.68,1.86,0.81,-0.5,0.92,4.89,3.08,-0.17
201506,-1.53,2.81,-0.81,0,-1.32,-1.49,-2.02,-3.84,-1.57,-3.5,-0.48,-5.37,-0.6,0.07,1.33,-2.77
201507,1.54,-4.15,-4.14,0,4.79,-2.17,-2.02,-8.97,-2.41,2.45,1.41,2.61,4.78,3.66,1.95,2.18
201508,-6.04,0.49,2.69,0,-4.18,-6.13,-4.86,-3.63,-6.97,-5.87,-8.42,-4.01,-5.34,-8.37,-6.53,-5.66
201509,-3.08,-2.64,0.53,0,-0.62,-3.23,-4.4,-5.81,-3.91,-1.44,-2.63,-0.56,-1.81,-7.28,-3.16,-2.97
201510,7.75,-1.98,-0.09,0,6.64,6.86,8.31,12.32,11.35,10.18,8.84,2.07,4.52,7.74,5.9,7.36
201511,0.56,3.64,-0.51,0,-0.98,1.94,0.59,1.09,0.3,1.13,-1.92,-3.45,0.85,0.71,2.18,-0.2
201512,-2.17,-2.81,-2.57,0.01,0.79,-4.03,-3.74,-9.68,-0.79,-2.6,-3.02,-2.36,0.29,0.4,-2.93,-2.22
201601,-5.77,-3.39,2.1,0.01,0.11,-12.53,-6.13,-4.63,-4.71,-6.03,-0.35,4.62,-4.17,-9.42,-9.61,-6.4
201602,-0.07,0.78,-0.48,0.02,0.58,4.09,3.86,-2.9,2.83,-0.97,1.17,1.72,0.04,-1.07,-2.83,4.01
201603,6.96,0.89,1.14,0.02,5,10.76,7.29,10.88,5.98,8.38,6.02,7.92,5.73,2.92,6.67,7.56
201604,0.92,0.67,3.25,0.01,0.3,1.46,2.56,9.1,1.75,-4.08,0.6,-0.78,-0.6,3.56,3.97,0.14
201605,1.78,-0.26,-1.8,0.01,0.72,-1.11,-0.69,-0.9,-0.67,5.09,0.31,2.24,0.99,2.47,2.15,-0.78
201606,-0.05,0.65,-1.49,0.02,4.68,-5.69,0.58,2.67,1.28,-1.91,3.12,7.37,0.84,0.13,-5.27,1.06
201607,3.95,2.64,-1.13,0.02,-0.05,8.64,4.76,-2.79,2.82,7.8,2.29,-0.22,3.49,6.02,4.06,2.93
201608,0.5,1.17,3.34,0.02,-0.61,0.29,1.29,1.39,1.97,1.84,-3.54,-3.92,-1.44,-3.22,4.9,1.19
201609,0.25,2.01,-1.49,0.02,-2.51,-1.64,-0.1,2.93,-0.45,2.42,0.54,1.75,-0.68,0.37,-1.43,-0.9
201610,-2.02,-4.36,4.16,0.02,-0.15,-3.58,-2.77,-2.89,-2.34,-1.09,-2.83,-0.61,-3.97,-7.43,1.42,-0.66
201611,4.86,5.48,8.27,0.01,-3.76,7.6,9.11,9.56,0.78,0.54,6.26,-2.84,4.45,1.38,12.83,8.99
201612,1.82,0.08,3.61,0.03,3.53,3.83,0.36,2.13,0.78,0.82,4.68,3.64,-0.42,0.85,3.83,1.57
201701,1.94,-1.05,-2.68,0.04,1.63,2.77,3.22,-4.32,3.81,4.63,3.4,1.09,1,2.21,0.6,1.58
201702,3.57,-1.99,-1.79,0.04,3.73,0.68,4.06,-2.36,4.19,5,-0.07,4.02,2.81,7.07,4.62,2.35
201703,0.17,1.2,-3.17,0.03,0.89,0.05,-0.22,-1.21,0.85,2.15,0.84,0.32,0.8,-0.16,-2.23,-0.74
201704,1.09,0.73,-1.91,0.05,0.51,1.72,2.69,-2.82,0.29,2.81,-0.11,0.36,2.7,1.11,0.23,0.25
201705,1.06,-2.54,-3.75,0.06,3.08,-0.52,1.61,-3.46,0.82,4.2,-1.94,2.58,1.61,-0.44,-0.97,0.53
201706,0.78,2.15,1.32,0.06,-0.98,3.51,1.64,-0.22,0.63,-2.15,-2.27,-1.89,-1.9,5.55,5.75,1.82
201707,1.87,-1.41,-0.28,0.07,-0.12,-1.13,2.26,2.1,1.93,3.85,5.32,2.99,0.08,0.52,1.93,0.68
201708,0.17,-1.7,-2.25,0.07,-1.71,-0.28,-0.3,-5.17,0.76,3.02,-2.49,2.2,-1.67,1.78,-1.23,0.99
